arm,model_size,thinking,task,condition,density_class,index,instance_id,graph_id,exact,f1,abs_error,signed_error,parsed,hit_cap,pred,gold,n_nodes,n_edges,density_real,mean_degree,n_components,largest_cc,n_triangles,mean_clustering,target_id,target_degree,target_clustering,gold_is_yes,pair_common_neighbors,pair_distance,gold_magnitude,primer_chars,encoding_chars,n_new_tokens,resp_chars,n_node_mentions,uses_degree_sum,narrates_neighbors,enumerates_nodes
qwen3-1.7b-think,1.7b,1,node_degree,clustering,0.1,44,node_degree/size40/p0.1/44,p0.1/44,1.0,1.0,0,0,1,0,5,5,40,90,0.115385,4.5,1,40,11,0.119583,2,5,0.2,,,,5,1629,2059,465,1538,12,0,0,0
qwen3-1.7b-think,1.7b,1,node_count,none,0.1,45,node_count/size40/p0.1/45,p0.1/45,1.0,1.0,0,0,1,0,40,40,40,81,0.103846,4.05,3,38,15,0.097758,,,,,,,40,0,1938,860,2432,2,0,0,0
qwen3-1.7b-think,1.7b,1,connected_nodes,rwse,0.1,45,connected_nodes/size40/p0.1/45,p0.1/45,1.0,1.0,,,1,0,"25, 26, 33, 36, 7","7, 25, 26, 33, 36",40,81,0.103846,4.05,3,38,15,0.097758,15,5,0.1,,,,,2949,1938,3209,9218,24,0,0,1
qwen3-1.7b-think,1.7b,1,edge_count,components,0.1,46,edge_count/size40/p0.1/46,p0.1/46,1.0,1.0,0,0,1,0,77,77,40,77,0.098718,3.85,1,40,11,0.091567,,,,,,,77,37,1968,7272,14225,224,1,0,1
qwen3-1.7b-think,1.7b,1,edge_existence,filler,0.1,46,edge_existence/size40/p0.1/46,p0.1/46,1.0,1.0,,,1,0,No,No,40,77,0.098718,3.85,1,40,11,0.091567,23,5,0,0,0,4,,1829,1968,522,1554,26,0,1,1
qwen3-1.7b-think,1.7b,1,node_degree,degree,0.1,47,node_degree/size40/p0.1/47,p0.1/47,1.0,1.0,0,0,1,0,2,2,40,68,0.087179,3.4,1,40,8,0.104167,37,2,0,,,,2,869,1897,2367,6883,86,0,1,1
qwen3-1.7b-think,1.7b,1,cycle_check,all,0.1,47,cycle_check/size40/p0.1/47,p0.1/47,1.0,1.0,,,1,0,Yes,"Yes, there is a cycle",40,68,0.087179,3.4,1,40,8,0.104167,,,,1,,,,4669,1897,6730,22619,102,1,1,1
qwen3-1.7b-think,1.7b,1,connected_nodes,clustering,0.1,48,connected_nodes/size40/p0.1/48,p0.1/48,1.0,1.0,,,1,0,"2, 12, 25, 37","2, 12, 25, 37",40,71,0.091026,3.55,2,39,10,0.101845,5,4,0.166667,,,,,1629,1892,599,1809,11,0,0,0
qwen3-1.7b-think,1.7b,1,edge_count,none,0.1,49,edge_count/size40/p0.1/49,p0.1/49,0.0,0.0,73,73,1,1,146,73,40,73,0.09359,3.65,2,39,10,0.111131,,,,,,,73,0,1901,8192,14851,167,1,1,1
qwen3-1.7b-think,1.7b,1,edge_existence,rwse,0.1,49,edge_existence/size40/p0.1/49,p0.1/49,1.0,1.0,,,1,0,No,No,40,73,0.09359,3.65,2,39,10,0.111131,39,0,0,0,0,-1,,2949,1901,4015,10087,179,0,1,1
qwen3-1.7b-think,1.7b,1,node_degree,components,0.1,50,node_degree/size40/p0.1/50,p0.1/50,1.0,1.0,0,0,1,0,6,6,40,74,0.094872,3.7,2,39,11,0.11369,19,6,0.2,,,,6,38,1906,1298,4140,40,0,1,1
qwen3-1.7b-think,1.7b,1,cycle_check,filler,0.1,50,cycle_check/size40/p0.1/50,p0.1/50,1.0,1.0,,,1,0,Yes,"Yes, there is a cycle",40,74,0.094872,3.7,2,39,11,0.11369,,,,1,,,,1829,1906,1169,3150,10,0,0,0
qwen3-1.7b-think,1.7b,1,connected_nodes,degree,0.1,51,connected_nodes/size40/p0.1/51,p0.1/51,1.0,1.0,,,1,0,"2, 3, 8, 18, 19, 29, 32, 38","2, 3, 8, 18, 19, 29, 32, 38",40,80,0.102564,4.0,1,40,9,0.080357,17,8,0.142857,,,,,869,1986,1086,2820,14,0,1,0
qwen3-1.7b-think,1.7b,1,node_count,all,0.1,52,node_count/size40/p0.1/52,p0.1/52,1.0,1.0,0,0,1,0,40,40,40,81,0.103846,4.05,1,40,12,0.08619,,,,,,,40,4669,1994,928,2204,2,0,0,0
qwen3-1.7b-think,1.7b,1,edge_existence,clustering,0.1,52,edge_existence/size40/p0.1/52,p0.1/52,1.0,1.0,,,1,0,No,No,40,81,0.103846,4.05,1,40,12,0.08619,9,1,0,0,0,3,,1629,1994,648,2065,39,0,0,1
qwen3-1.7b-think,1.7b,1,node_degree,none,0.1,53,node_degree/size40/p0.1/53,p0.1/53,1.0,1.0,0,0,1,0,3,3,40,60,0.076923,3.0,2,39,2,0.032361,11,3,0.333333,,,,3,0,1814,1260,3330,47,0,0,1
qwen3-1.7b-think,1.7b,1,cycle_check,rwse,0.1,53,cycle_check/size40/p0.1/53,p0.1/53,1.0,1.0,,,1,0,Yes,"Yes, there is a cycle",40,60,0.076923,3.0,2,39,2,0.032361,,,,1,,,,2949,1814,1725,5548,33,0,0,1
qwen3-1.7b-think,1.7b,1,connected_nodes,components,0.1,54,connected_nodes/size40/p0.1/54,p0.1/54,1.0,1.0,,,1,0,"1, 23, 34","1, 23, 34",40,76,0.097436,3.8,3,38,13,0.088214,0,3,0,,,,,38,1883,512,1789,7,0,0,0
qwen3-1.7b-think,1.7b,1,node_count,filler,0.1,55,node_count/size40/p0.1/55,p0.1/55,1.0,1.0,0,0,1,0,40,40,40,79,0.101282,3.95,2,39,9,0.087857,,,,,,,40,1829,1947,1680,4565,47,0,0,1
qwen3-1.7b-think,1.7b,1,edge_existence,degree,0.1,55,edge_existence/size40/p0.1/55,p0.1/55,1.0,1.0,,,1,0,No,No,40,79,0.101282,3.95,2,39,9,0.087857,1,3,0,0,0,4,,869,1947,565,1869,21,0,0,1
qwen3-1.7b-think,1.7b,1,edge_count,all,0.1,56,edge_count/size40/p0.1/56,p0.1/56,1.0,1.0,0,0,1,1,71,71,40,71,0.091026,3.55,2,39,3,0.029861,,,,,,,71,4669,1890,8192,16086,249,1,1,1
qwen3-1.7b-think,1.7b,1,cycle_check,clustering,0.1,56,cycle_check/size40/p0.1/56,p0.1/56,1.0,1.0,,,1,0,Yes,"Yes, there is a cycle",40,71,0.091026,3.55,2,39,3,0.029861,,,,1,,,,1629,1890,3625,8223,19,0,0,0
qwen3-1.7b-think,1.7b,1,connected_nodes,none,0.1,57,connected_nodes/size40/p0.1/57,p0.1/57,1.0,1.0,,,1,0,"9, 10","9, 10",40,69,0.088462,3.45,2,39,9,0.142262,37,2,1.0,,,,,0,1875,1096,3547,32,0,0,1
qwen3-1.7b-think,1.7b,1,node_count,rwse,0.1,58,node_count/size40/p0.1/58,p0.1/58,1.0,1.0,0,0,1,0,40,40,40,93,0.119231,4.65,1,40,13,0.125159,,,,,,,40,2949,2086,1077,2081,1,0,0,0
qwen3-1.7b-think,1.7b,1,edge_existence,components,0.1,58,edge_existence/size40/p0.1/58,p0.1/58,1.0,1.0,,,1,0,No,No,40,93,0.119231,4.65,1,40,13,0.125159,21,3,0.333333,0,0,3,,37,2086,708,2245,35,0,0,1
qwen3-1.7b-think,1.7b,1,edge_count,filler,0.1,59,edge_count/size40/p0.1/59,p0.1/59,1.0,1.0,0,0,1,1,67,67,40,67,0.085897,3.35,3,38,6,0.082619,,,,,,,67,1829,1828,8192,15723,272,1,1,1
qwen3-1.7b-think,1.7b,1,cycle_check,degree,0.1,59,cycle_check/size40/p0.1/59,p0.1/59,1.0,1.0,,,1,0,Yes,"Yes, there is a cycle",40,67,0.085897,3.35,3,38,6,0.082619,,,,1,,,,869,1828,2596,7731,18,0,0,0
qwen3-1.7b-think,1.7b,1,node_degree,all,0.1,60,node_degree/size40/p0.1/60,p0.1/60,1.0,1.0,0,0,1,0,4,4,40,78,0.1,3.9,1,40,9,0.124643,3,4,0.166667,,,,4,4669,1977,200,774,7,0,0,0
qwen3-1.7b-think,1.7b,1,node_count,clustering,0.1,61,node_count/size40/p0.1/61,p0.1/61,1.0,1.0,0,0,1,0,40,40,40,78,0.1,3.9,1,40,12,0.093333,,,,,,,40,1629,1971,1064,2356,1,0,0,0
qwen3-1.7b-think,1.7b,1,edge_existence,none,0.1,61,edge_existence/size40/p0.1/61,p0.1/61,1.0,1.0,,,1,0,No,No,40,78,0.1,3.9,1,40,12,0.093333,20,6,0,0,0,3,,0,1971,561,1689,26,0,1,1
qwen3-1.7b-think,1.7b,1,edge_count,rwse,0.1,62,edge_count/size40/p0.1/62,p0.1/62,0.0,0.0,64,-64,1,1,7,71,40,71,0.091026,3.55,2,39,8,0.09369,,,,,,,71,2949,1885,8192,18278,388,1,0,1
qwen3-1.7b-think,1.7b,1,cycle_check,components,0.1,62,cycle_check/size40/p0.1/62,p0.1/62,1.0,1.0,,,1,0,Yes,"Yes, there is a cycle",40,71,0.091026,3.55,2,39,8,0.09369,,,,1,,,,38,1885,3951,10497,117,0,0,1
qwen3-1.7b-think,1.7b,1,node_degree,filler,0.1,63,node_degree/size40/p0.1/63,p0.1/63,1.0,1.0,0,0,1,0,4,4,40,84,0.107692,4.2,1,40,11,0.13256,31,4,0.333333,,,,4,1829,2027,510,1707,17,0,1,0
qwen3-1.7b-think,1.7b,1,node_count,degree,0.1,64,node_count/size40/p0.1/64,p0.1/64,1.0,1.0,0,0,1,0,40,40,40,83,0.10641,4.15,1,40,9,0.09869,,,,,,,40,869,2019,1116,2699,2,0,1,0
qwen3-1.7b-think,1.7b,1,connected_nodes,all,0.1,64,connected_nodes/size40/p0.1/64,p0.1/64,1.0,1.0,,,1,0,"10, 11, 17, 29, 30, 35","10, 11, 17, 29, 30, 35",40,83,0.10641,4.15,1,40,9,0.09869,13,6,0,,,,,4669,2019,771,1983,13,0,0,0
qwen3-1.7b-think,1.7b,1,edge_count,clustering,0.1,65,edge_count/size40/p0.1/65,p0.1/65,1.0,1.0,0,0,1,1,69,69,40,69,0.088462,3.45,2,39,6,0.042083,,,,,,,69,1629,1876,8192,15009,239,1,0,1
qwen3-1.7b-think,1.7b,1,cycle_check,none,0.1,65,cycle_check/size40/p0.1/65,p0.1/65,1.0,1.0,,,1,0,Yes,"Yes, there is a cycle",40,69,0.088462,3.45,2,39,6,0.042083,,,,1,,,,0,1876,3629,9534,16,0,0,0
qwen3-1.7b-think,1.7b,1,node_degree,rwse,0.1,66,node_degree/size40/p0.1/66,p0.1/66,1.0,1.0,0,0,1,0,6,6,40,92,0.117949,4.6,1,40,17,0.130119,0,6,0.066667,,,,6,2949,2082,525,1869,33,0,0,1
qwen3-1.7b-think,1.7b,1,node_count,components,0.1,67,node_count/size40/p0.1/67,p0.1/67,1.0,1.0,0,0,1,0,40,40,40,88,0.112821,4.4,1,40,9,0.048869,,,,,,,40,37,2050,640,1975,0,0,1,0
qwen3-1.7b-think,1.7b,1,connected_nodes,filler,0.1,67,connected_nodes/size40/p0.1/67,p0.1/67,1.0,1.0,,,1,0,"6, 10, 13, 15, 20, 29","6, 10, 13, 15, 20, 29",40,88,0.112821,4.4,1,40,9,0.048869,16,6,0,,,,,1829,2050,1067,2866,13,0,0,0
qwen3-1.7b-think,1.7b,1,edge_count,degree,0.1,68,edge_count/size40/p0.1/68,p0.1/68,0.0,0.0,68,-68,1,1,5,73,40,73,0.09359,3.65,2,39,7,0.063929,,,,,,,73,869,1906,8192,17036,363,1,1,1
qwen3-1.7b-think,1.7b,1,edge_existence,all,0.1,68,edge_existence/size40/p0.1/68,p0.1/68,1.0,1.0,,,1,0,No,No,40,73,0.09359,3.65,2,39,7,0.063929,26,4,0,0,0,3,,4669,1906,749,2467,39,0,0,1
qwen3-1.7b-think,1.7b,1,node_degree,clustering,0.1,69,node_degree/size40/p0.1/69,p0.1/69,1.0,1.0,0,0,1,0,1,1,40,83,0.10641,4.15,2,39,17,0.118956,13,1,0,,,,1,1629,1972,1545,3937,63,0,0,1
qwen3-1.7b-think,1.7b,1,node_count,none,0.1,70,node_count/size40/p0.1/70,p0.1/70,1.0,1.0,0,0,1,0,40,40,40,81,0.103846,4.05,1,40,10,0.072659,,,,,,,40,0,1995,1048,2356,0,0,0,0
qwen3-1.7b-think,1.7b,1,connected_nodes,rwse,0.1,70,connected_nodes/size40/p0.1/70,p0.1/70,1.0,1.0,,,1,0,"4, 12, 25, 31, 35, 36","4, 12, 25, 31, 35, 36",40,81,0.103846,4.05,1,40,10,0.072659,17,6,0.133333,,,,,2949,1995,961,2698,15,0,0,0
qwen3-1.7b-think,1.7b,1,edge_count,components,0.1,71,edge_count/size40/p0.1/71,p0.1/71,0.0,0.0,68,-68,1,1,3,71,40,71,0.091026,3.55,1,40,8,0.102619,,,,,,,71,37,1927,8192,11288,162,1,0,1
qwen3-1.7b-think,1.7b,1,edge_existence,filler,0.1,71,edge_existence/size40/p0.1/71,p0.1/71,1.0,1.0,,,1,0,No,No,40,71,0.091026,3.55,1,40,8,0.102619,32,1,0,0,0,6,,1829,1927,506,1658,29,0,1,1
qwen3-1.7b-think,1.7b,1,node_degree,degree,0.1,72,node_degree/size40/p0.1/72,p0.1/72,1.0,1.0,0,0,1,0,2,2,40,85,0.108974,4.25,2,39,10,0.070536,6,2,0,,,,2,869,1995,1200,4143,68,0,1,1
qwen3-1.7b-think,1.7b,1,cycle_check,all,0.1,72,cycle_check/size40/p0.1/72,p0.1/72,1.0,1.0,,,1,0,Yes,"Yes, there is a cycle",40,85,0.108974,4.25,2,39,10,0.070536,,,,1,,,,4669,1995,3880,10340,67,0,1,1
qwen3-1.7b-think,1.7b,1,connected_nodes,clustering,0.1,73,connected_nodes/size40/p0.1/73,p0.1/73,1.0,1.0,,,1,0,"1, 12, 15, 24","1, 12, 15, 24",40,75,0.096154,3.75,1,40,10,0.077619,11,4,0,,,,,1629,1949,965,3037,27,0,1,1
qwen3-1.7b-think,1.7b,1,edge_count,none,0.1,74,edge_count/size40/p0.1/74,p0.1/74,1.0,1.0,0,0,1,0,77,77,40,77,0.098718,3.85,1,40,8,0.119008,,,,,,,77,0,1977,7591,14968,152,1,0,1
qwen3-1.7b-think,1.7b,1,edge_existence,rwse,0.1,74,edge_existence/size40/p0.1/74,p0.1/74,1.0,1.0,,,1,0,No,No,40,77,0.098718,3.85,1,40,8,0.119008,7,1,0,0,0,4,,2949,1977,672,2303,40,0,0,1
qwen3-1.7b-think,1.7b,1,node_degree,components,0.1,75,node_degree/size40/p0.1/75,p0.1/75,1.0,1.0,0,0,1,0,5,5,40,73,0.09359,3.65,2,39,6,0.068452,9,5,0.1,,,,5,38,1901,814,2521,28,0,1,1
qwen3-1.7b-think,1.7b,1,cycle_check,filler,0.1,75,cycle_check/size40/p0.1/75,p0.1/75,1.0,1.0,,,1,0,Yes,"Yes, there is a cycle",40,73,0.09359,3.65,2,39,6,0.068452,,,,1,,,,1829,1901,4162,11497,25,0,0,1
qwen3-1.7b-think,1.7b,1,connected_nodes,degree,0.1,76,connected_nodes/size40/p0.1/76,p0.1/76,1.0,1.0,,,1,0,"12, 21, 35, 36, 39","12, 21, 35, 36, 39",40,95,0.121795,4.75,1,40,20,0.124376,0,5,0.2,,,,,871,2099,680,1973,9,0,0,0
qwen3-1.7b-think,1.7b,1,node_count,all,0.1,77,node_count/size40/p0.1/77,p0.1/77,1.0,1.0,0,0,1,0,40,40,40,81,0.103846,4.05,1,40,17,0.152262,,,,,,,40,4669,1992,1152,2471,0,0,0,0
qwen3-1.7b-think,1.7b,1,edge_existence,clustering,0.1,77,edge_existence/size40/p0.1/77,p0.1/77,1.0,1.0,,,1,0,No,No,40,81,0.103846,4.05,1,40,17,0.152262,38,3,0.333333,0,0,4,,1629,1992,609,2036,29,0,1,1
qwen3-1.7b-think,1.7b,1,node_degree,none,0.1,78,node_degree/size40/p0.1/78,p0.1/78,1.0,1.0,0,0,1,0,5,5,40,85,0.108974,4.25,1,40,14,0.101358,22,5,0.2,,,,5,0,2029,1806,4400,57,0,0,1
qwen3-1.7b-think,1.7b,1,cycle_check,rwse,0.1,78,cycle_check/size40/p0.1/78,p0.1/78,1.0,1.0,,,1,0,Yes,"Yes, there is a cycle",40,85,0.108974,4.25,1,40,14,0.101358,,,,1,,,,2949,2029,2294,5637,48,0,0,1
qwen3-1.7b-think,1.7b,1,connected_nodes,components,0.1,79,connected_nodes/size40/p0.1/79,p0.1/79,1.0,1.0,,,1,0,"0, 7, 25, 32, 34, 39","0, 7, 25, 32, 34, 39",40,90,0.115385,4.5,1,40,15,0.14994,23,6,0.066667,,,,,37,2064,1676,5456,11,0,0,0
qwen3-1.7b-think,1.7b,1,node_count,filler,0.1,80,node_count/size40/p0.1/80,p0.1/80,1.0,1.0,0,0,1,0,40,40,40,83,0.10641,4.15,1,40,17,0.133274,,,,,,,40,1829,2022,506,1737,10,0,0,0
qwen3-1.7b-think,1.7b,1,edge_existence,degree,0.1,80,edge_existence/size40/p0.1/80,p0.1/80,1.0,1.0,,,1,0,No,No,40,83,0.10641,4.15,1,40,17,0.133274,31,7,0.142857,0,0,3,,869,2022,896,2823,30,0,0,1
qwen3-1.7b-think,1.7b,1,edge_count,all,0.1,81,edge_count/size40/p0.1/81,p0.1/81,0.0,0.0,31,31,1,1,110,79,40,79,0.101282,3.95,1,40,9,0.076984,,,,,,,79,4669,1982,8192,16088,385,1,1,1
qwen3-1.7b-think,1.7b,1,cycle_check,clustering,0.1,81,cycle_check/size40/p0.1/81,p0.1/81,1.0,1.0,,,1,0,Yes,"Yes, there is a cycle",40,79,0.101282,3.95,1,40,9,0.076984,,,,1,,,,1629,1982,4435,11821,64,0,1,1
qwen3-1.7b-think,1.7b,1,connected_nodes,none,0.1,82,connected_nodes/size40/p0.1/82,p0.1/82,1.0,1.0,,,1,0,"0, 2, 5, 11, 13, 16, 25, 29","0, 2, 5, 11, 13, 16, 25, 29",40,81,0.103846,4.05,2,39,6,0.083095,32,8,0,,,,,0,1977,1042,2805,13,0,1,0
qwen3-1.7b-think,1.7b,1,node_count,rwse,0.1,83,node_count/size40/p0.1/83,p0.1/83,1.0,1.0,0,0,1,0,40,40,40,83,0.10641,4.15,1,40,19,0.158611,,,,,,,40,2949,2013,921,2099,1,0,1,0
qwen3-1.7b-think,1.7b,1,edge_existence,components,0.1,83,edge_existence/size40/p0.1/83,p0.1/83,1.0,1.0,,,1,0,No,No,40,83,0.10641,4.15,1,40,19,0.158611,34,4,0.166667,0,1,2,,37,2013,709,2159,29,0,0,1
qwen3-1.7b-think,1.7b,1,edge_count,filler,0.1,84,edge_count/size40/p0.1/84,p0.1/84,0.0,0.0,4,-4,1,0,70,74,40,74,0.094872,3.7,1,40,7,0.072381,,,,,,,74,1829,1943,7959,15917,285,1,1,1
qwen3-1.7b-think,1.7b,1,cycle_check,degree,0.1,84,cycle_check/size40/p0.1/84,p0.1/84,1.0,1.0,,,1,0,Yes,"Yes, there is a cycle",40,74,0.094872,3.7,1,40,7,0.072381,,,,1,,,,869,1943,3622,8596,62,0,0,1
qwen3-1.7b-think,1.7b,1,node_degree,all,0.1,85,node_degree/size40/p0.1/85,p0.1/85,1.0,1.0,0,0,1,0,4,4,40,75,0.096154,3.75,2,39,10,0.11381,15,4,0,,,,4,4669,1933,748,2625,21,0,0,1
qwen3-1.7b-think,1.7b,1,node_count,clustering,0.1,86,node_count/size40/p0.1/86,p0.1/86,1.0,1.0,0,0,1,0,40,40,40,77,0.098718,3.85,1,40,8,0.077262,,,,,,,40,1629,1965,949,1805,1,0,0,0
qwen3-1.7b-think,1.7b,1,edge_existence,none,0.1,86,edge_existence/size40/p0.1/86,p0.1/86,1.0,1.0,,,1,0,No,No,40,77,0.098718,3.85,1,40,8,0.077262,16,3,0,0,1,2,,0,1965,985,2858,38,0,1,1
qwen3-1.7b-think,1.7b,1,edge_count,rwse,0.1,87,edge_count/size40/p0.1/87,p0.1/87,1.0,1.0,0,0,1,0,75,75,40,75,0.096154,3.75,1,40,11,0.124881,,,,,,,75,2949,1951,6224,13084,264,1,0,1
qwen3-1.7b-think,1.7b,1,cycle_check,components,0.1,87,cycle_check/size40/p0.1/87,p0.1/87,1.0,1.0,,,1,0,Yes,"Yes, there is a cycle",40,75,0.096154,3.75,1,40,11,0.124881,,,,1,,,,37,1951,1552,4268,28,0,0,1
qwen3-1.7b-think,1.7b,1,node_degree,filler,0.1,88,node_degree/size40/p0.1/88,p0.1/88,1.0,1.0,0,0,1,0,2,2,40,70,0.089744,3.5,1,40,10,0.149067,22,2,0,,,,2,1829,1915,675,2309,21,0,0,1
qwen3-1.7b-think,1.7b,1,node_count,degree,0.1,89,node_count/size40/p0.1/89,p0.1/89,1.0,1.0,0,0,1,0,40,40,40,71,0.091026,3.55,2,39,4,0.047262,,,,,,,40,869,1892,2062,4761,42,1,1,1
qwen3-1.7b-think,1.7b,1,connected_nodes,all,0.1,89,connected_nodes/size40/p0.1/89,p0.1/89,1.0,1.0,,,1,0,"4, 25, 35","4, 25, 35",40,71,0.091026,3.55,2,39,4,0.047262,20,3,0,,,,,4669,1892,1093,3381,20,0,1,1
qwen3-1.7b-think,1.7b,1,edge_count,clustering,0.1,90,edge_count/size40/p0.1/90,p0.1/90,1.0,1.0,0,0,1,0,72,72,40,72,0.092308,3.6,1,40,3,0.050833,,,,,,,72,1629,1923,6315,14231,281,1,0,1
qwen3-1.7b-think,1.7b,1,cycle_check,none,0.1,90,cycle_check/size40/p0.1/90,p0.1/90,1.0,1.0,,,1,0,Yes,"Yes, there is a cycle",40,72,0.092308,3.6,1,40,3,0.050833,,,,1,,,,0,1923,1919,5167,11,0,0,0
qwen3-1.7b-think,1.7b,1,node_degree,rwse,0.1,91,node_degree/size40/p0.1/91,p0.1/91,1.0,1.0,0,0,1,0,6,6,40,82,0.105128,4.1,1,40,9,0.062302,35,6,0.2,,,,6,2949,2004,1854,5135,75,0,0,1
qwen3-1.7b-think,1.7b,1,node_count,components,0.1,92,node_count/size40/p0.1/92,p0.1/92,1.0,1.0,0,0,1,0,40,40,40,85,0.108974,4.25,2,39,17,0.130317,,,,,,,40,38,2003,1186,2845,0,0,0,0
qwen3-1.7b-think,1.7b,1,connected_nodes,filler,0.1,92,connected_nodes/size40/p0.1/92,p0.1/92,1.0,1.0,,,1,0,"6, 8, 19, 36","6, 8, 19, 36",40,85,0.108974,4.25,2,39,17,0.130317,11,4,0.166667,,,,,1829,2003,1106,3218,8,0,0,0
qwen3-1.7b-think,1.7b,1,edge_count,degree,0.1,93,edge_count/size40/p0.1/93,p0.1/93,0.0,0.0,48,-48,1,1,21,69,40,69,0.088462,3.45,1,40,2,0.012024,,,,,,,69,869,1907,8192,17300,498,1,1,1
qwen3-1.7b-think,1.7b,1,edge_existence,all,0.1,93,edge_existence/size40/p0.1/93,p0.1/93,1.0,1.0,,,1,0,No,No,40,69,0.088462,3.45,1,40,2,0.012024,30,3,0,0,2,2,,4669,1907,1570,4195,77,0,1,1
qwen3-1.7b-think,1.7b,1,node_degree,clustering,0.1,94,node_degree/size40/p0.1/94,p0.1/94,1.0,1.0,0,0,1,0,2,2,40,70,0.089744,3.5,4,37,7,0.095952,11,2,0,,,,2,1629,1830,607,2258,18,0,1,0
qwen3-1.7b-think,1.7b,1,node_count,none,0.1,95,node_count/size40/p0.1/95,p0.1/95,1.0,1.0,0,0,1,0,40,40,40,73,0.09359,3.65,1,40,4,0.03619,,,,,,,40,0,1935,1326,2521,0,0,0,0
qwen3-1.7b-think,1.7b,1,connected_nodes,rwse,0.1,95,connected_nodes/size40/p0.1/95,p0.1/95,1.0,1.0,,,1,0,"0, 7, 26, 35","0, 7, 26, 35",40,73,0.09359,3.65,1,40,4,0.03619,11,4,0,,,,,2949,1935,1764,5076,15,0,0,0
qwen3-1.7b-think,1.7b,1,edge_count,components,0.1,96,edge_count/size40/p0.1/96,p0.1/96,0.0,0.0,69,-69,1,1,4,73,40,73,0.09359,3.65,2,39,8,0.07625,,,,,,,73,38,1888,8192,15856,277,1,0,1
qwen3-1.7b-think,1.7b,1,edge_existence,filler,0.1,96,edge_existence/size40/p0.1/96,p0.1/96,1.0,1.0,,,1,0,No,No,40,73,0.09359,3.65,2,39,8,0.07625,11,6,0.066667,0,0,3,,1829,1888,628,1737,27,0,1,1
qwen3-1.7b-think,1.7b,1,node_degree,degree,0.1,97,node_degree/size40/p0.1/97,p0.1/97,1.0,1.0,0,0,1,0,3,3,40,80,0.102564,4.0,2,39,12,0.105754,25,3,0,,,,3,869,1957,934,3460,30,0,0,1
qwen3-1.7b-think,1.7b,1,cycle_check,all,0.1,97,cycle_check/size40/p0.1/97,p0.1/97,1.0,1.0,,,1,0,Yes,"Yes, there is a cycle",40,80,0.102564,4.0,2,39,12,0.105754,,,,1,,,,4669,1957,1138,3463,6,0,0,0
qwen3-1.7b-think,1.7b,1,connected_nodes,clustering,0.1,98,connected_nodes/size40/p0.1/98,p0.1/98,1.0,1.0,,,1,0,11,11,40,92,0.117949,4.6,2,39,26,0.158327,34,1,0,,,,,1629,2050,1327,4778,65,0,1,1
qwen3-1.7b-think,1.7b,1,edge_count,none,0.1,99,edge_count/size40/p0.1/99,p0.1/99,0.0,0.0,1,1,1,0,80,79,40,79,0.101282,3.95,2,39,11,0.108036,,,,,,,79,0,1951,6300,12933,165,1,0,1
qwen3-1.7b-think,1.7b,1,edge_existence,rwse,0.1,99,edge_existence/size40/p0.1/99,p0.1/99,1.0,1.0,,,1,0,No,No,40,79,0.101282,3.95,2,39,11,0.108036,13,2,0,0,0,3,,2949,1951,756,2519,30,0,0,1
qwen3-1.7b-think,1.7b,1,node_degree,components,0.2,0,node_degree/size40/p0.2/0,p0.2/0,1.0,1.0,0,0,1,0,6,6,40,170,0.217949,8.5,1,40,90,0.200656,27,6,0.133333,,,,6,37,2663,1933,4691,63,0,0,1
qwen3-1.7b-think,1.7b,1,cycle_check,filler,0.2,0,cycle_check/size40/p0.2/0,p0.2/0,1.0,1.0,,,1,0,Yes,"Yes, there is a cycle",40,170,0.217949,8.5,1,40,90,0.200656,,,,1,,,,1829,2663,1521,4272,11,0,0,0
qwen3-1.7b-think,1.7b,1,connected_nodes,degree,0.2,1,connected_nodes/size40/p0.2/1,p0.2/1,1.0,1.0,,,1,0,"0, 14, 20, 31, 32, 38","0, 14, 20, 31, 32, 38",40,156,0.2,7.8,1,40,75,0.167343,36,6,0.066667,,,,,879,2552,944,2706,17,0,0,0
qwen3-1.7b-think,1.7b,1,node_count,all,0.2,2,node_count/size40/p0.2/2,p0.2/2,1.0,1.0,0,0,1,0,40,40,40,147,0.188462,7.35,1,40,56,0.13965,,,,,,,40,4676,2496,871,1710,0,0,0,0
qwen3-1.7b-think,1.7b,1,edge_existence,clustering,0.2,2,edge_existence/size40/p0.2/2,p0.2/2,1.0,1.0,,,1,0,No,No,40,147,0.188462,7.35,1,40,56,0.13965,9,9,0.166667,0,3,2,,1629,2496,866,2220,28,0,1,1
qwen3-1.7b-think,1.7b,1,node_degree,none,0.2,3,node_degree/size40/p0.2/3,p0.2/3,1.0,1.0,0,0,1,0,8,8,40,147,0.188462,7.35,1,40,51,0.13542,32,8,0.25,,,,8,0,2483,1356,3843,28,0,1,1
qwen3-1.7b-think,1.7b,1,cycle_check,rwse,0.2,3,cycle_check/size40/p0.2/3,p0.2/3,1.0,1.0,,,1,0,Yes,"Yes, there is a cycle",40,147,0.188462,7.35,1,40,51,0.13542,,,,1,,,,2949,2483,1315,4233,19,0,0,0
qwen3-1.7b-think,1.7b,1,connected_nodes,components,0.2,4,connected_nodes/size40/p0.2/4,p0.2/4,1.0,1.0,,,1,0,"2, 3, 6, 8, 16, 21, 25, 30","2, 3, 6, 8, 16, 21, 25, 30",40,142,0.182051,7.1,1,40,56,0.176317,24,8,0.25,,,,,37,2453,1833,4902,43,0,0,1
